customer_id,signup_date,snapshot_date,plan_type,plan_price,city,tenure_months,tenure_days,logins_last_7d,logins_last_30d,logins_per_month_avg,orders_total,orders_last_30d,avg_order_value,total_spend,support_tickets_total,support_tickets_last_30d,items_skipped_total,items_skipped_last_3_boxes,nps_score,days_since_last_login,days_since_last_order,churn_30d,churn_date,cancel_reason
SC-104218,2023-07-17,2024-01-15,premium,49.99,Chicago,6.1,182,1,6,10,37,1,55.79,2064.37,0,0,2,0,7.0,0,0,0,,
SC-104219,2023-09-10,2024-01-15,basic,29.99,Portland,4.2,127,1,3,5,4,0,65.11,260.43,1,1,0,0,1.0,8,5,0,,
SC-104220,2022-01-01,2024-01-15,basic,29.99,Portland,24.8,744,2,5,4,55,0,33.27,1829.67,2,0,2,0,9.0,1,7,0,,
SC-104221,2023-02-27,2024-01-15,basic,29.99,San Antonio,10.7,322,3,3,8,9,1,96.93,872.36,0,0,1,0,5.0,10,10,0,,
SC-104222,2023-09-25,2024-01-15,premium,49.99,Austin,3.7,112,2,3,6,10,0,31.05,310.47,1,1,0,0,4.0,0,38,0,,
SC-104223,2022-01-01,2024-01-15,premium,49.99,Seattle,24.8,744,1,2,4,52,0,33.51,1742.54,3,0,4,1,7.0,6,24,0,,
SC-104224,2022-01-01,2024-01-15,family,79.99,Boston,24.8,744,0,0,2,27,0,82.4,2224.73,18,4,4,0,5.0,12,177,1,2024-02-07,too_expensive
SC-104225,2022-01-01,2024-01-15,basic,29.99,San Antonio,24.8,744,0,3,7,20,0,30.76,615.24,5,0,1,0,4.0,6,28,0,,
SC-104226,2023-05-26,2024-01-15,premium,49.99,Seattle,7.8,234,1,1,2,8,1,88.48,707.81,0,1,3,0,,2,65,0,,
SC-104227,2023-07-21,2024-01-15,basic,29.99,Phoenix,5.9,178,3,5,11,6,1,52.03,312.15,1,0,0,0,,1,1,0,,
SC-104228,2023-11-11,2024-01-15,basic,29.99,Dallas,2.2,65,1,12,7,2,2,22.99,45.98,0,0,0,0,10.0,1,6,0,,
SC-104229,2022-07-07,2024-01-15,premium,49.99,Philadelphia,18.6,557,0,6,7,16,2,31.59,505.47,0,0,2,1,9.0,17,4,0,,
SC-104230,2023-11-29,2024-01-15,basic,29.99,San Diego,1.6,47,2,2,4,1,1,35.79,35.79,1,0,0,0,6.0,1,12,0,,
SC-104231,2023-12-18,2024-01-15,basic,29.99,San Jose,0.9,28,1,4,6,0,0,33.26,0.0,0,2,0,0,10.0,0,17,0,,
SC-104232,2023-12-23,2024-01-15,basic,29.99,Dallas,0.8,23,0,1,0,0,0,50.2,0.0,1,1,1,0,,23,23,1,2024-01-25,moving
SC-104233,2022-01-01,2024-01-15,family,79.99,New York,24.8,744,0,5,7,25,1,32.52,813.09,5,0,1,0,3.0,4,7,0,,
SC-104234,2022-10-18,2024-01-15,premium,49.99,Boston,15.1,454,0,2,3,15,0,42.76,641.36,3,0,1,1,,23,44,1,2024-01-28,not_using
SC-104235,2022-10-31,2024-01-15,basic,29.99,San Jose,14.7,441,1,3,5,12,0,39.68,476.2,1,0,1,0,,19,1,0,,
SC-104236,2023-09-29,2024-01-15,basic,29.99,Phoenix,3.6,108,1,5,7,7,2,56.16,393.13,3,0,0,0,7.0,7,0,0,,
SC-104237,2023-09-03,2024-01-15,basic,29.99,New York,4.5,134,1,1,4,4,2,36.87,147.49,0,1,1,0,9.0,29,8,0,,
SC-104238,2023-12-22,2024-01-15,basic,29.99,Chicago,0.8,24,1,4,5,0,1,42.15,0.0,0,2,0,1,8.0,7,17,0,,
SC-104239,2022-12-04,2024-01-15,family,79.99,Austin,13.6,407,0,2,5,15,1,43.16,647.46,3,0,0,1,3.0,4,46,0,,
SC-104240,2023-09-29,2024-01-15,basic,29.99,San Antonio,3.6,108,3,4,4,3,0,34.12,102.35,2,1,0,1,5.0,4,3,0,,
SC-104241,2022-04-12,2024-01-15,basic,29.99,New York,21.4,643,0,2,1,23,2,90.82,2088.96,8,0,5,0,,20,37,1,2024-02-03,not_using
SC-104242,2024-01-01,2024-01-15,premium,49.99,San Antonio,0.5,14,0,3,3,0,2,31.86,0.0,0,0,0,0,,14,14,0,,
SC-104243,2023-01-11,2024-01-15,premium,49.99,Austin,12.3,369,2,2,1,12,0,36.66,439.91,9,2,2,0,3.0,19,41,1,2024-02-02,other
SC-104244,2022-03-22,2024-01-15,premium,49.99,Portland,22.1,664,0,9,6,22,1,26.03,572.64,3,0,1,0,8.0,9,6,0,,
SC-104245,2022-07-01,2024-01-15,basic,29.99,Chicago,18.8,563,2,8,1,20,0,53.7,1074.06,5,1,1,1,8.0,6,1,0,,
SC-104246,2023-05-11,2024-01-15,premium,49.99,Dallas,8.3,249,1,8,7,9,1,29.94,269.48,2,0,0,0,8.0,7,7,0,,
SC-104247,2022-11-01,2024-01-15,basic,29.99,San Antonio,14.7,440,1,7,10,17,3,48.34,821.76,3,1,0,0,7.0,32,2,0,,
SC-104248,2023-08-21,2024-01-15,premium,49.99,Austin,4.9,147,0,3,4,4,0,69.35,277.39,0,1,1,0,4.0,3,0,0,,
SC-104249,2023-01-21,2024-01-15,family,79.99,Philadelphia,12.0,359,0,0,6,14,0,57.02,798.25,1,0,1,2,8.0,5,9,0,,
SC-104250,2023-07-31,2024-01-15,premium,49.99,San Diego,5.6,168,5,2,6,5,0,37.36,186.78,0,2,0,0,8.0,0,9,0,,
SC-104251,2023-11-16,2024-01-15,family,79.99,San Diego,2.0,60,5,1,1,1,2,41.65,41.65,0,0,1,0,10.0,1,2,0,,
SC-104252,2023-02-22,2024-01-15,basic,29.99,Phoenix,10.9,327,1,3,2,11,1,55.76,613.31,2,0,0,0,7.0,14,0,0,,
SC-104253,2023-04-19,2024-01-15,basic,29.99,Boston,9.0,271,1,6,5,10,1,39.57,395.74,1,0,0,0,8.0,6,2,0,,
SC-104254,2023-09-08,2024-01-15,family,79.99,Philadelphia,4.3,129,2,3,5,4,1,87.36,349.46,0,0,0,1,,1,13,0,,
SC-104255,2023-07-31,2024-01-15,basic,29.99,San Antonio,5.6,168,1,9,7,12,0,50.29,603.49,2,0,1,0,,15,5,0,,
SC-104256,2023-11-30,2024-01-15,basic,29.99,Boston,1.5,46,1,5,3,1,0,63.82,63.82,0,1,0,0,8.0,0,39,0,,
SC-104257,2023-10-25,2024-01-15,premium,49.99,Dallas,2.7,82,0,4,11,2,2,51.93,103.86,2,1,0,0,10.0,1,9,0,,
SC-104258,2023-11-02,2024-01-15,premium,49.99,Austin,2.5,74,0,3,3,2,0,48.17,96.34,0,0,2,0,1.0,23,50,0,,
SC-104259,2022-08-18,2024-01-15,basic,29.99,Phoenix,17.2,515,1,5,8,85,2,46.5,3952.56,5,1,0,0,10.0,8,0,0,,
SC-104260,2022-01-01,2024-01-15,family,79.99,Portland,24.8,744,0,0,3,25,1,33.11,827.68,16,2,2,3,3.0,3,91,1,2024-01-18,quality_issues
SC-104261,2022-01-01,2024-01-15,premium,49.99,Portland,24.8,744,3,5,7,109,0,50.21,5472.73,9,2,1,0,7.0,10,55,0,,
SC-104262,2023-12-26,2024-01-15,basic,29.99,Denver,0.7,20,0,6,2,0,0,44.22,0.0,0,1,0,1,6.0,1,4,0,,
SC-104263,2022-07-21,2024-01-15,basic,29.99,Portland,18.1,543,2,6,6,29,1,57.1,1655.9,2,0,1,0,10.0,1,8,0,,
SC-104264,2023-02-20,2024-01-15,family,79.99,Houston,11.0,329,2,1,7,9,2,53.23,479.04,1,0,1,0,10.0,2,3,0,,
SC-104265,2022-02-22,2024-01-15,basic,29.99,Denver,23.1,692,0,7,4,19,1,56.69,1077.02,6,0,0,0,7.0,6,96,0,,
SC-104266,2023-08-15,2024-01-15,family,79.99,San Diego,5.1,153,2,7,3,4,0,35.51,142.06,2,1,0,0,8.0,6,2,0,,
SC-104267,2023-08-10,2024-01-15,family,79.99,Houston,5.3,158,0,2,9,5,0,15.0,75.0,3,0,0,0,9.0,4,24,0,,
SC-104268,2023-09-03,2024-01-15,premium,49.99,San Antonio,4.5,134,2,3,2,4,1,32.91,131.62,0,0,0,0,8.0,2,7,0,,
SC-104269,2023-05-31,2024-01-15,basic,29.99,Los Angeles,7.6,229,2,7,7,7,1,43.71,305.96,1,0,0,0,5.0,0,5,0,,
SC-104270,2023-04-07,2024-01-15,premium,49.99,Phoenix,9.4,283,1,13,7,20,0,24.88,497.65,3,0,2,0,8.0,0,2,0,,
SC-104271,2023-07-07,2024-01-15,family,79.99,Austin,6.4,192,1,3,7,7,0,37.33,261.32,3,1,1,0,7.0,3,4,0,,
SC-104272,2024-01-14,2024-01-15,basic,29.99,Denver,0.0,1,1,10,6,0,1,71.69,0.0,0,1,0,0,3.0,1,1,0,,
SC-104273,2023-07-23,2024-01-15,basic,29.99,San Jose,5.9,176,0,6,4,5,1,28.96,144.82,2,0,2,0,4.0,8,36,0,,
SC-104274,2023-12-26,2024-01-15,basic,29.99,Phoenix,0.7,20,1,6,4,1,1,26.48,26.48,0,0,0,0,,0,0,0,,
SC-104275,2022-11-03,2024-01-15,premium,49.99,New York,14.6,438,0,4,9,14,0,17.72,248.05,1,0,2,2,10.0,9,8,0,,
SC-104276,2022-03-20,2024-01-15,basic,29.99,Houston,22.2,666,1,2,7,24,2,88.14,2115.37,6,0,2,0,10.0,7,20,0,,
SC-104277,2023-01-06,2024-01-15,premium,49.99,Dallas,12.5,374,2,7,8,10,3,45.75,457.51,0,1,0,0,,12,13,0,,
SC-104278,2023-03-02,2024-01-15,basic,29.99,San Jose,10.6,319,3,3,4,10,0,76.18,761.83,3,0,2,1,6.0,7,15,0,,
SC-104279,2022-05-26,2024-01-15,premium,49.99,Phoenix,20.0,599,1,4,6,21,1,25.79,541.54,2,0,3,0,10.0,6,2,0,,
SC-104280,2024-01-15,2024-01-15,basic,29.99,San Antonio,0.0,0,5,5,1,0,1,84.29,0.0,0,0,0,0,9.0,0,0,0,,
SC-104281,2022-01-01,2024-01-15,premium,49.99,Chicago,24.8,744,0,3,4,27,2,27.54,743.64,2,0,0,0,7.0,6,7,0,,
SC-104282,2023-02-09,2024-01-15,basic,29.99,San Diego,11.3,340,0,4,6,11,0,35.69,392.62,1,0,0,0,2.0,7,10,0,,
SC-104283,2022-01-01,2024-01-15,family,79.99,Los Angeles,24.8,744,0,1,1,20,0,34.69,693.71,28,0,4,2,7.0,43,21,1,2024-01-18,too_expensive
SC-104284,2023-09-23,2024-01-15,premium,49.99,San Diego,3.8,114,3,15,10,3,3,56.01,168.03,0,0,0,0,10.0,10,1,0,,
SC-104285,2022-10-02,2024-01-15,basic,29.99,Philadelphia,15.7,470,0,7,5,12,0,61.02,732.3,1,0,1,0,9.0,9,71,0,,
SC-104286,2023-09-15,2024-01-15,family,79.99,San Antonio,4.1,122,1,4,3,4,1,35.82,143.28,0,0,1,1,9.0,30,4,0,,
SC-104287,2023-12-13,2024-01-15,family,79.99,Dallas,1.1,33,1,6,3,1,2,23.41,23.41,0,0,0,1,7.0,0,12,0,,
SC-104288,2024-01-15,2024-01-15,basic,29.99,Austin,0.0,0,0,1,0,0,2,46.89,0.0,0,1,0,0,1.0,0,0,1,2024-01-22,found_alternative
SC-104289,2023-10-13,2024-01-15,basic,29.99,Chicago,3.1,94,1,2,6,3,1,55.54,166.62,0,0,0,1,6.0,2,5,0,,
SC-104290,2022-01-01,2024-01-15,family,79.99,San Diego,24.8,744,3,5,3,23,2,61.17,1406.94,4,0,3,0,4.0,16,68,0,,
SC-104291,2022-06-11,2024-01-15,premium,49.99,Los Angeles,19.4,583,0,7,5,18,2,41.98,755.7,4,1,0,0,5.0,21,15,0,,
SC-104292,2023-02-15,2024-01-15,basic,29.99,Philadelphia,11.1,334,2,9,6,18,0,33.01,594.16,0,0,2,1,4.0,39,110,0,,
SC-104293,2023-05-28,2024-01-15,basic,29.99,Austin,7.7,232,2,7,9,23,0,37.14,854.32,1,0,1,0,6.0,1,3,0,,
SC-104294,2023-06-11,2024-01-15,premium,49.99,Phoenix,7.3,218,1,3,5,6,0,36.97,221.81,0,0,0,0,,8,27,0,,
SC-104295,2023-09-19,2024-01-15,basic,29.99,Austin,3.9,118,1,10,11,3,0,57.64,172.93,0,1,1,0,7.0,13,3,0,,
SC-104296,2022-01-01,2024-01-15,premium,49.99,Phoenix,24.8,744,0,8,4,26,1,46.0,1196.1,4,1,6,0,8.0,14,24,0,,
SC-104297,2024-01-03,2024-01-15,premium,49.99,Chicago,0.4,12,0,1,1,0,2,60.1,0.0,0,0,0,0,2.0,12,12,1,2024-02-02,other
SC-104298,2023-05-18,2024-01-15,basic,29.99,Denver,8.1,242,0,5,2,9,2,22.73,204.54,1,0,1,0,4.0,2,27,0,,
SC-104299,2022-01-01,2024-01-15,basic,29.99,San Diego,24.8,744,1,6,4,51,2,38.34,1955.22,6,0,2,0,10.0,2,14,0,,
SC-104300,2024-01-05,2024-01-15,premium,49.99,San Diego,0.3,10,0,2,3,0,0,34.48,0.0,0,1,0,0,10.0,10,10,0,,
SC-104301,2023-10-17,2024-01-15,basic,29.99,Houston,3.0,90,2,8,8,3,3,101.29,303.88,0,1,0,0,2.0,6,29,0,,
SC-104302,2023-08-24,2024-01-15,premium,49.99,Denver,4.8,144,0,5,9,4,0,28.27,113.07,0,0,0,0,9.0,0,0,0,,
SC-104303,2023-06-27,2024-01-15,basic,29.99,Los Angeles,6.7,202,1,3,2,5,0,41.42,207.08,3,1,2,0,,4,10,1,2024-02-01,moving
SC-104304,2022-01-01,2024-01-15,family,79.99,Phoenix,24.8,744,2,7,9,25,0,23.39,584.8,4,0,2,0,10.0,1,30,0,,
SC-104305,2023-04-22,2024-01-15,premium,49.99,Portland,8.9,268,5,10,5,16,2,38.83,621.29,0,0,1,1,3.0,1,33,0,,
SC-104306,2023-08-07,2024-01-15,premium,49.99,Houston,5.4,161,2,6,3,5,0,62.4,311.98,2,1,0,0,7.0,16,3,0,,
SC-104307,2023-07-13,2024-01-15,premium,49.99,Los Angeles,6.2,186,1,5,1,5,1,68.93,344.63,2,0,1,0,10.0,0,47,0,,
SC-104308,2023-02-16,2024-01-15,basic,29.99,Austin,11.1,333,1,2,6,10,0,49.48,494.85,1,0,0,0,8.0,0,22,0,,
SC-104309,2023-10-02,2024-01-15,premium,49.99,Philadelphia,3.5,105,0,15,3,3,0,28.29,84.86,1,1,0,0,7.0,7,8,0,,
SC-104310,2022-10-03,2024-01-15,premium,49.99,Austin,15.6,469,2,4,4,15,0,34.0,509.93,1,0,1,0,7.0,4,6,0,,
SC-104311,2023-11-28,2024-01-15,basic,29.99,Boston,1.6,48,1,3,11,1,1,30.07,30.07,0,0,0,1,,0,20,0,,
SC-104312,2024-01-10,2024-01-15,premium,49.99,Seattle,0.2,5,0,1,0,0,1,34.26,0.0,0,2,0,0,4.0,5,5,1,2024-01-29,too_expensive
SC-104313,2023-12-23,2024-01-15,premium,49.99,Seattle,0.8,23,2,4,6,0,2,82.43,0.0,0,0,0,0,9.0,1,7,0,,
SC-104314,2023-10-16,2024-01-15,family,79.99,Philadelphia,3.0,91,0,4,5,3,2,84.19,252.57,0,1,0,1,8.0,6,91,0,,
SC-104315,2023-08-16,2024-01-15,basic,29.99,San Diego,5.1,152,2,8,9,16,0,52.52,840.27,1,0,2,0,,28,20,0,,
SC-104316,2023-08-09,2024-01-15,premium,49.99,Dallas,5.3,159,1,3,5,4,1,43.53,174.11,0,0,0,1,9.0,21,3,0,,
SC-104317,2023-11-19,2024-01-15,family,79.99,San Antonio,1.9,57,1,0,1,2,0,63.18,126.36,0,2,0,0,4.0,19,46,1,2024-01-18,moving
SC-104318,2022-01-01,2024-01-15,premium,49.99,Dallas,24.8,744,4,3,6,23,0,17.76,408.53,7,0,1,1,9.0,1,3,0,,
SC-104319,2023-08-14,2024-01-15,family,79.99,Los Angeles,5.1,154,3,10,7,5,0,25.86,129.32,1,0,0,0,8.0,3,3,0,,
SC-104320,2022-11-29,2024-01-15,premium,49.99,Dallas,13.7,412,3,8,6,15,1,47.92,718.74,1,0,2,0,6.0,4,23,0,,
SC-104321,2022-12-11,2024-01-15,basic,29.99,San Diego,13.3,400,1,5,4,12,1,61.8,741.55,3,0,1,0,8.0,2,0,0,,
SC-104322,2022-01-01,2024-01-15,basic,29.99,Chicago,24.8,744,5,5,7,27,3,33.39,901.57,8,0,1,0,5.0,27,24,0,,
SC-104323,2022-07-23,2024-01-15,basic,29.99,Houston,18.0,541,1,4,2,17,1,27.45,466.62,5,0,1,1,,47,1,0,,
SC-104324,2023-09-22,2024-01-15,premium,49.99,Denver,3.8,115,1,7,3,8,0,39.81,318.46,1,2,1,0,9.0,0,25,0,,
SC-104325,2023-07-14,2024-01-15,premium,49.99,Houston,6.2,185,3,6,5,6,2,29.04,174.25,0,2,0,0,10.0,49,18,0,,
SC-104326,2023-08-13,2024-01-15,basic,29.99,Seattle,5.2,155,0,0,0,5,0,33.28,166.41,6,1,2,1,4.0,14,81,1,2024-01-31,other
SC-104327,2022-10-25,2024-01-15,premium,49.99,New York,14.9,447,1,3,5,17,0,39.14,665.34,3,0,1,0,,2,19,0,,
SC-104328,2023-12-05,2024-01-15,family,79.99,San Antonio,1.4,41,2,6,5,1,2,43.02,43.02,0,0,0,0,8.0,6,18,0,,
SC-104329,2022-07-03,2024-01-15,premium,49.99,Seattle,18.7,561,1,13,6,21,0,19.29,404.99,4,0,1,0,10.0,4,27,0,,
SC-104330,2022-01-01,2024-01-15,premium,49.99,San Antonio,24.8,744,2,5,5,56,1,39.82,2229.73,6,0,0,0,6.0,14,31,0,,
SC-104331,2023-11-14,2024-01-15,premium,49.99,Los Angeles,2.1,62,3,5,5,4,1,47.68,190.72,0,3,0,0,,5,21,0,,
SC-104332,2023-12-02,2024-01-15,premium,49.99,Austin,1.5,44,6,7,5,2,0,53.72,107.44,0,0,0,0,10.0,5,20,0,,
SC-104333,2023-11-14,2024-01-15,basic,29.99,Chicago,2.1,62,2,2,3,2,0,50.94,101.88,0,0,0,0,6.0,1,62,0,,
SC-104334,2023-09-20,2024-01-15,premium,49.99,Seattle,3.9,117,1,7,6,4,0,41.15,164.6,1,0,0,0,7.0,1,11,0,,
SC-104335,2023-04-19,2024-01-15,family,79.99,New York,9.0,271,0,1,6,9,1,58.04,522.33,0,1,1,0,,5,8,0,,
SC-104336,2022-01-01,2024-01-15,premium,49.99,Boston,24.8,744,0,6,8,23,1,45.09,1037.17,4,0,5,0,8.0,8,91,0,,
SC-104337,2023-01-24,2024-01-15,basic,29.99,Austin,11.9,356,2,2,11,12,2,101.67,1220.05,1,0,0,0,,1,5,0,,
SC-104338,2023-07-13,2024-01-15,basic,29.99,Phoenix,6.2,186,4,7,6,6,0,57.79,346.75,1,1,0,0,10.0,0,16,0,,
SC-104339,2024-01-14,2024-01-15,basic,29.99,Seattle,0.0,1,1,2,4,0,1,29.98,0.0,0,1,0,0,8.0,1,1,0,,
SC-104340,2023-10-06,2024-01-15,basic,29.99,Austin,3.4,101,1,2,1,3,0,29.16,87.48,3,0,0,0,3.0,0,25,1,2024-01-26,not_using
SC-104341,2024-01-12,2024-01-15,premium,49.99,San Diego,0.1,3,1,2,4,0,0,35.71,0.0,0,1,0,0,10.0,3,3,0,,
SC-104342,2023-10-16,2024-01-15,premium,49.99,Los Angeles,3.0,91,2,6,7,2,0,52.25,104.49,0,0,0,0,10.0,12,51,0,,
SC-104343,2024-01-13,2024-01-15,premium,49.99,Dallas,0.1,2,0,1,0,0,0,67.97,0.0,0,1,0,2,1.0,2,2,1,2024-02-07,found_alternative
SC-104344,2023-08-07,2024-01-15,premium,49.99,Austin,5.4,161,0,0,1,5,0,26.76,133.81,3,3,0,0,2.0,2,9,1,2024-02-12,not_using
SC-104345,2022-04-15,2024-01-15,basic,29.99,San Diego,21.3,640,1,1,1,17,0,77.44,1316.52,17,0,1,0,,29,30,1,2024-01-25,not_using
SC-104346,2022-12-03,2024-01-15,basic,29.99,Los Angeles,13.6,408,1,5,3,14,1,51.99,727.82,0,0,0,0,,7,0,0,,
SC-104347,2023-02-06,2024-01-15,basic,29.99,San Diego,11.4,343,2,6,8,10,2,35.97,359.67,3,1,1,0,6.0,7,10,0,,
SC-104348,2023-08-29,2024-01-15,family,79.99,San Jose,4.6,139,0,2,3,4,1,55.67,222.68,0,0,2,0,10.0,25,66,0,,
SC-104349,2022-09-13,2024-01-15,basic,29.99,Philadelphia,16.3,489,0,5,4,18,0,24.25,436.58,2,1,1,1,7.0,12,14,0,,
SC-104350,2022-08-26,2024-01-15,premium,49.99,Houston,16.9,507,2,6,2,19,0,50.32,956.06,10,2,1,0,6.0,38,9,1,2024-02-08,not_using
SC-104351,2023-02-14,2024-01-15,premium,49.99,San Antonio,11.2,335,2,4,6,11,1,32.73,360.07,1,0,0,0,5.0,0,6,0,,
SC-104352,2023-10-05,2024-01-15,basic,29.99,San Jose,3.4,102,1,3,4,7,2,23.6,165.18,0,0,0,1,9.0,4,16,0,,
SC-104353,2022-06-29,2024-01-15,basic,29.99,Austin,18.8,565,1,2,3,21,2,39.04,819.91,1,1,0,0,,3,12,0,,
SC-104354,2023-12-10,2024-01-15,premium,49.99,Dallas,1.2,36,1,7,11,1,3,74.5,74.5,1,0,1,0,,18,18,0,,
SC-104355,2023-10-24,2024-01-15,premium,49.99,San Diego,2.8,83,0,2,4,2,0,46.49,92.98,0,0,0,0,8.0,9,32,0,,
SC-104356,2022-05-10,2024-01-15,premium,49.99,Philadelphia,20.5,615,3,5,6,22,1,58.68,1290.98,5,0,3,0,5.0,13,58,0,,
SC-104357,2022-09-22,2024-01-15,basic,29.99,Phoenix,16.0,480,1,1,3,15,0,38.9,583.52,13,1,2,1,9.0,45,17,1,2024-01-21,moving
SC-104358,2023-08-11,2024-01-15,family,79.99,Philadelphia,5.2,157,0,5,6,10,0,47.36,473.56,2,0,0,0,,0,7,0,,
SC-104359,2023-10-07,2024-01-15,premium,49.99,Los Angeles,3.3,100,3,5,7,3,1,55.0,165.01,1,1,0,0,3.0,4,10,0,,
SC-104360,2023-04-25,2024-01-15,premium,49.99,Seattle,8.8,265,1,4,3,18,1,66.73,1201.23,2,0,1,0,,1,9,0,,
SC-104361,2024-01-04,2024-01-15,premium,49.99,Phoenix,0.4,11,0,3,2,0,0,66.83,0.0,0,2,0,0,8.0,11,7,1,2024-02-07,other
SC-104362,2023-12-31,2024-01-15,premium,49.99,Philadelphia,0.5,15,4,11,3,0,0,35.55,0.0,0,1,0,0,,2,7,0,,
SC-104363,2023-12-08,2024-01-15,basic,29.99,Austin,1.3,38,1,4,4,1,1,30.32,30.32,1,0,0,0,,0,6,0,,
SC-104364,2022-06-28,2024-01-15,basic,29.99,San Diego,18.9,566,0,3,7,44,2,54.77,2410.06,2,0,1,0,3.0,0,18,0,,
SC-104365,2022-05-06,2024-01-15,basic,29.99,Houston,20.6,619,2,3,4,21,2,25.19,528.89,8,0,0,2,7.0,6,2,0,,
SC-104366,2024-01-11,2024-01-15,family,79.99,San Antonio,0.1,4,1,4,0,0,1,68.87,0.0,0,2,0,0,8.0,1,1,0,,
SC-104367,2022-05-25,2024-01-15,premium,49.99,Chicago,20.0,600,1,3,0,20,0,66.62,1332.32,1,0,2,0,9.0,6,4,0,,
SC-104368,2023-02-08,2024-01-15,premium,49.99,San Antonio,11.4,341,0,8,4,10,2,74.72,747.21,5,1,0,0,1.0,2,24,0,,
SC-104369,2022-01-01,2024-01-15,premium,49.99,New York,24.8,744,1,5,5,29,1,61.25,1776.12,5,0,1,0,7.0,17,16,0,,
SC-104370,2023-08-09,2024-01-15,family,79.99,Boston,5.3,159,0,2,1,6,1,103.59,621.57,2,2,0,1,1.0,9,27,1,2024-01-27,other
SC-104371,2023-09-07,2024-01-15,premium,49.99,San Diego,4.3,130,1,3,4,3,0,34.39,103.18,1,1,0,0,10.0,25,5,0,,
SC-104372,2024-01-02,2024-01-15,basic,29.99,San Diego,0.4,13,0,10,5,0,2,40.73,0.0,0,1,0,0,8.0,6,13,0,,
SC-104373,2023-03-03,2024-01-15,basic,29.99,Boston,10.6,318,2,5,6,30,1,93.67,2810.06,2,0,1,0,5.0,6,46,0,,
SC-104374,2022-01-01,2024-01-15,family,79.99,Seattle,24.8,744,1,3,0,26,0,38.78,1008.22,17,0,4,0,2.0,14,30,1,2024-01-28,other
SC-104375,2023-12-01,2024-01-15,basic,29.99,Denver,1.5,45,2,9,4,1,0,62.2,62.2,0,0,0,0,1.0,5,8,0,,
SC-104376,2023-04-14,2024-01-15,premium,49.99,Austin,9.2,276,3,4,4,17,2,42.41,721.02,1,1,0,1,,13,36,0,,
SC-104377,2022-01-01,2024-01-15,premium,49.99,Portland,24.8,744,0,0,1,26,0,50.55,1314.19,17,2,7,1,3.0,16,150,1,2024-02-09,quality_issues
SC-104378,2023-04-30,2024-01-15,basic,29.99,Houston,8.7,260,0,4,2,9,0,42.87,385.82,2,0,1,0,7.0,1,4,0,,
SC-104379,2022-01-01,2024-01-15,basic,29.99,Phoenix,24.8,744,2,4,4,26,0,61.34,1594.9,2,0,2,0,10.0,10,20,0,,
SC-104380,2023-10-14,2024-01-15,premium,49.99,Chicago,3.1,93,5,4,6,3,0,24.56,73.68,1,0,1,0,6.0,1,1,0,,
SC-104381,2023-03-29,2024-01-15,family,79.99,San Antonio,9.7,292,0,4,4,9,0,80.05,720.43,0,0,0,0,5.0,0,29,0,,
SC-104382,2022-09-04,2024-01-15,basic,29.99,Chicago,16.6,498,2,7,1,15,1,90.67,1360.02,3,0,1,0,9.0,9,40,0,,
SC-104383,2022-05-03,2024-01-15,premium,49.99,Houston,20.7,622,1,1,4,20,0,29.87,597.39,9,0,5,0,,2,198,1,2024-01-17,too_expensive
SC-104384,2023-10-25,2024-01-15,premium,49.99,San Diego,2.7,82,6,5,5,2,1,47.3,94.6,1,0,0,0,9.0,0,2,0,,
SC-104385,2022-09-16,2024-01-15,basic,29.99,Houston,16.2,486,1,5,9,14,2,56.15,786.11,1,0,0,0,7.0,1,33,0,,
SC-104386,2022-03-28,2024-01-15,premium,49.99,Seattle,21.9,658,1,6,8,23,2,47.07,1082.66,2,0,1,0,7.0,1,13,0,,
SC-104387,2023-06-23,2024-01-15,basic,29.99,Denver,6.9,206,4,4,4,5,2,45.54,227.68,0,0,0,0,,9,59,0,,
SC-104388,2023-08-24,2024-01-15,premium,49.99,San Diego,4.8,144,0,2,0,5,0,34.82,174.11,1,0,0,0,9.0,0,67,0,,
SC-104389,2023-07-28,2024-01-15,premium,49.99,Dallas,5.7,171,0,4,6,6,0,48.2,289.22,1,0,0,1,8.0,23,25,0,,
SC-104390,2023-04-06,2024-01-15,premium,49.99,Houston,9.5,284,1,4,6,11,0,28.73,316.01,0,1,0,0,10.0,15,58,0,,
SC-104391,2023-10-12,2024-01-15,premium,49.99,New York,3.2,95,4,6,6,3,1,37.14,111.42,0,0,0,0,8.0,3,43,0,,
SC-104392,2022-08-06,2024-01-15,basic,29.99,San Antonio,17.6,527,3,6,1,15,0,112.39,1685.89,4,0,2,1,6.0,0,0,0,,
SC-104393,2023-09-09,2024-01-15,basic,29.99,Denver,4.3,128,1,2,6,4,1,46.76,187.02,0,1,0,0,,0,38,0,,
SC-104394,2023-12-24,2024-01-15,premium,49.99,San Jose,0.7,22,3,5,8,0,0,29.2,0.0,0,0,0,0,5.0,10,22,0,,
SC-104395,2023-04-29,2024-01-15,family,79.99,San Diego,8.7,261,1,6,7,10,1,31.03,310.26,0,1,1,0,8.0,0,50,0,,
SC-104396,2022-04-29,2024-01-15,premium,49.99,Los Angeles,20.9,626,0,0,2,20,0,65.77,1315.4,14,1,4,2,,11,44,1,2024-01-23,not_using
SC-104397,2023-06-17,2024-01-15,premium,49.99,Los Angeles,7.1,212,1,0,1,6,0,61.75,370.51,3,1,0,0,2.0,47,36,1,2024-01-26,other
